ampl.tab 1 8
GenID	Bus	Pgm	Pmax	Pmin	Pc2	Pc1	Pc0	FuelType
395	1801	8.400062	8.4	0	0.018728377	6.603145	74.6992503	0
396	1801	8.400062	8.4	0	0.018728377	6.603145	74.6992503	0
397	1801	8.400062	8.4	0	0.018728377	6.603145	74.6992503	0
398	1801	50.4003669	50.4	0	0.055551504	14.5116537	283.573452	0
399	1499	2.1938912	18	0	0.151710181	17.2716389	135.454897	0
400	1499	25.4414884	27.9	0	0.230762555	11.7335702	239.921641	0
401	1499	25.4414884	27.9	0	0.230762555	11.7335702	239.921641	0
402	1499	13.039466	26.8	0	0.09454125	16.3717118	273.739392	0
403	1499	40.0002954	40	0	0.140609225	7.89566926	443.628589	0
404	1499	42.5003137	42.5	0	0.030947744	13.5754577	314.917371	0
405	2220	7.33338707	22	0	0.110832943	14.8788144	24.62683	0
406	1762	55.0004063	55	0	0	0	0	0
407	1762	55.0004063	55	0	0	0	0	0
408	552	0	6	0	0.298333333	25.05	57.6	0
409	552	0	6	0	0.298333333	25.05	57.6	0
410	552	0	6	0	0.298333333	25.05	57.6	0
411	552	0	6	0	0.298333333	25.05	57.6	0
412	552	0	6	0	0.298333333	25.05	57.6	0
413	1787	50.0003653	50	0	0.055051166	14.5133198	283.091952	0
414	1617	19.9017187	27.4	0	0.184893025	13.9248083	228.006765	0
415	1617	19.9017187	27.4	0	0.184893025	13.9248083	228.006765	0
416	2306	0.666671339	2	0	0.085772205	14.8788144	32.0494007	0
417	1783	5.736009	13.2	0	0	0	0	1
418	1783	10.4291073	24	0	0	0	0	1
419	1783	27.3764066	63	0	0	0	0	1
420	1783	55.6219054	128	0	0	0	0	1
421	1775	49.8003678	49.8	0	0.047207877	9.40230679	968.448887	0
422	1775	49.8003678	49.8	0	0.047207877	9.40230679	968.448887	0
423	1775	49.8003678	49.8	0	0.047207877	9.40230679	968.448887	0
424	1775	44.0003245	44	0	0.076801027	12.9312538	315.65224	0
425	7882	118.700877	118.7	0	0.005912852	9.82406357	2124.26732	0
426	7882	32.0103867	55.2	0	0.041625805	16.2720218	610.242557	0
427	8495	0	24.9	0	0.897330169	48.2276671	546.49488	0
428	8495	0	24.9	0	0.897330169	48.2276671	546.49488	0
429	1646	18.3334684	55	0	0.04471446	14.8788144	62.8694967	0
430	1646	18.3334684	55	0	0.04471446	14.8788144	62.8694967	0
431	1646	18.3334684	55	0	0.04471446	14.8788144	62.8694967	0
432	1677	3.16668971	9.5	0	0.074347899	14.8788144	36.540858	0
433	1875	1.10000779	3.3	0	0.085772205	14.8788144	32.0494007	0
434	1875	1.10000779	3.3	0	0.085772205	14.8788144	32.0494007	0
435	1875	1.10000779	3.3	0	0.085772205	14.8788144	32.0494007	0
436	1875	1.10000779	3.3	0	0.085772205	14.8788144	32.0494007	0
437	1875	1.10000779	3.3	0	0.085772205	14.8788144	32.0494007	0
438	1875	1.10000779	3.3	0	0.085772205	14.8788144	32.0494007	0
439	1875	1.10000779	3.3	0	0.085772205	14.8788144	32.0494007	0
440	1875	1.10000779	3.3	0	0.085772205	14.8788144	32.0494007	0
441	1875	1.10000779	3.3	0	0.085772205	14.8788144	32.0494007	0
442	351	52.6990599	60.5	0	0.062834015	14.293201	299.758091	0
443	1222	52.2047418	58	0	0.059582959	14.49398	291.64126	0
444	1641	7.56110277	17.4	0	0	0	0	1
445	1056	0	0.8	0	0.094703922	22.409643	554.685123	0
446	1056	0	0.8	0	0.094703922	22.409643	554.685123	0
447	1056	0	0.8	0	0.094703922	22.409643	554.685123	0
448	1056	0	0.8	0	0.094703922	22.409643	554.685123	0
449	1821	90.0006648	90	0	0.007277085	9.8240635	1683.4498	0
450	1821	20.6228677	40	0	0.05977672	16.3717118	460.288776	0
451	1443	3.50002568	3.5	0	0.051140815	13.5022417	315.964182	0
452	165	0	18.8	0	0.136386627	34.9221993	113.70841	0
453	1703	0	9.9	0	0.094703922	22.409643	554.685123	0
454	1703	0	9.9	0	0.094703922	22.409643	554.685123	0
455	1703	0	9.9	0	0.094703922	22.409643	554.685123	0
456	1703	0	8.7	0	0.094703922	22.409643	554.685123	0
457	243	6.00004416	6	0	0.051140815	13.5022417	315.964182	0
458	2246	4.50003307	4.5	0	0.051140815	13.5022417	315.964182	0
459	1409	0.333335524	1	0	0.078724432	14.8788144	34.6467874	0
460	1409	0.333335524	1	0	0.078724432	14.8788144	34.6467874	0
461	300	1.96668083	5.9	0	0.104841048	14.8788144	26.2074855	0
462	300	1.96668083	5.9	0	0.104841048	14.8788144	26.2074855	0
463	751	0	19.2	0	0.140223245	34.9374205	111.511326	0
464	1700	45.3003345	45.3	0	0.054159555	9.12733241	894.045353	0
465	1700	10.5000765	10.5	0	0.040862714	16.243934	628.810719	0
466	8199	4.80003529	4.8	0	0.051140815	13.5022417	315.964182	0
467	8199	0	1.5	0	0.298333333	25.05	57.6	0
468	8199	0	1.5	0	0.298333333	25.05	57.6	0
469	8199	0	1.5	0	0.298333333	25.05	57.6	0
470	2203	3.78055139	8.7	0	0	0	0	1
471	989	5.20003825	5.2	0	0.051140815	13.5022417	315.964182	0
472	989	5.20003825	5.2	0	0.051140815	13.5022417	315.964182	0
473	1699	42.4003131	42.4	0	0.087384278	8.94241382	772.625301	0
474	1699	42.4003131	42.4	0	0.087384278	8.94241382	772.625301	0
475	1699	40.3002976	40.3	0	0.109041982	8.36860157	497.141236	0
476	1699	9.1000669	9.1	0	0.016096182	15.236961	1547.8861	0
477	1699	40.7003003	40.7	0	0.016096182	15.236961	1547.8861	0
478	1699	5.20003806	5.2	0	0.016096182	15.236961	1547.8861	0
479	1571	0	9.3	0	0.085566985	34.6938271	205.867441	0
480	1660	90.8006707	90.8	0	0.025323319	9.79517349	1565.83201	0
481	1660	23.4514364	42.4	0	0.052566817	16.3717118	479.664228	0
482	774	0	55.5	0	0.057427858	34.4586717	256.811264	0
483	1753	49.5003626	49.5	0	0.052607649	14.5989327	282.135082	0
484	1057	0	1.2	0	0.25325	58.907	173.53	0
485	1057	0	1.2	0	0.25325	58.907	173.53	0
486	1057	0	3	0	0.25325	58.907	173.53	0
487	1653	23.1001705	23.1	0	0.195165562	8.40984319	222.512216	0
488	1653	13.1000931	13.1	0	0.065412194	16.3717118	413.488522	0
489	1016	2.19389108	16.5	0	0.151710181	17.2716389	135.454897	0
490	1016	2.19389108	16.5	0	0.151710181	17.2716389	135.454897	0
491	1833	18.1647166	25.8584348	0	0	0	0	1
492	1833	12.5336545	17.84232	0	0	0	0	1
493	1827	31.0616654	44.2179235	0	0	0	0	1
494	1826	31.0616654	44.2179235	0	0	0	0	1
495	1825	31.0616654	44.2179235	0	0	0	0	1
496	1823	31.7882541	45.2522609	0	0	0	0	1
497	1824	31.7882541	45.2522609	0	0	0	0	1
498	7911	83.5576965	118.9488	0	0	0	0	1
499	7911	83.5576965	118.9488	0	0	0	0	1
500	1572	9.96673987	29.9	0	0.084603464	14.8788144	32.2246755	0
501	1698	0	50	0	0.116	58.907	379	0
502	1620	5.00003694	5	0	0	0	0	0
503	1620	5.00003694	5	0	0	0	0	0
504	1620	5.00003694	5	0	0	0	0	0
505	1621	5.00003694	5	0	0	0	0	0
506	1621	5.00003694	5	0	0	0	0	0
507	1620	5.00003694	5	0	0	0	0	0
508	1620	5.00003694	5	0	0	0	0	0
509	1620	5.00003694	5	0	0	0	0	0
510	1665	75.0005462	75	0	0.036019142	14.6687276	439.07926	0
511	1665	75.0005462	75	0	0.036019142	14.6687276	439.07926	0
512	1665	75.0005462	75	0	0.036019142	14.6687276	439.07926	0
513	1665	75.0005462	75	0	0.036019142	14.6687276	439.07926	0
514	274	39.1002886	39.1	0	0.057666682	13.1963561	300.682772	0
515	1251	6.00004416	6	0	0.051140815	13.5022417	315.964182	0
516	1933	25.8989497	59.6	0	0	0	0	1
517	1933	12.601838	29	0	0	0	0	1
518	1704	34.0002488	34	0	0.046668863	15.5533405	110.850758	0
519	481	22.1001631	22.1	0	0.32275983	7.28651264	89.5226255	0
520	481	12.4000884	12.4	0	0.066013832	16.3717118	412.952334	0
521	1712	45.5003361	45.5	0	0	0	0	0
522	1710	45.5003361	45.5	0	0	0	0	0
523	1711	45.5003361	45.5	0	0	0	0	0
524	2338	0	12	0	0.085566985	34.6938271	205.867441	0
525	360	60.000443	60	0	0.118883204	7.28651266	243.047852	0
526	360	15.4671517	30	0	0.079702294	16.3717117	345.216583	0
527	1019	27.500201	27.5	0	0.03994707	16.01	79.9977839	0
528	1019	27.500201	27.5	0	0.03994707	16.01	79.9977839	0
529	1828	2.19389101	20	0	0.151710181	17.2716389	135.454897	0
530	333	0.366669117	1.1	0	0.078724432	14.8788144	34.6467874	0
531	1745	0.366669117	1.1	0	0.078724432	14.8788144	34.6467874	0
532	1855	5.08418979	11.7	0	0	0	0	1
533	8196	0	1.6	0	0.25325	58.907	173.53	0
534	8196	0	1	0	0.25325	58.907	173.53	0
535	8196	0	1	0	0.25325	58.907	173.53	0
536	8196	0	1.4	0	0.25325	58.907	173.53	0
537	1708	53.9003982	53.9	0	0	0	0	0
538	1717	8.0000591	8	0	0	0	0	0
539	1717	21.6001596	21.6	0	0	0	0	0
540	159	0	13.8	0	0.140223245	34.9374205	111.511326	0
541	1651	0	28	0	0.115770289	34.8148876	154.337543	0
542	1893	48.5003544	48.5	0	0.047345694	14.9655005	278.475437	0
543	1567	0	36.2	0	0.082425425	34.6403013	215.939817	0
544	1885	0	28	0	0.109697296	34.7982258	154.558828	0
545	138	0	28	0	0.109452732	34.7819238	163.50205	0
546	304	0	31.8	0	0.098415477	34.6946136	199.073235	0
547	304	0	25.2	0	0.126022348	34.8663154	133.784606	0
548	1656	32.2002379	32.2	0	0	0	0	0
549	1656	30.0002216	30	0	0	0	0	0
550	1656	30.0002216	30	0	0	0	0	0
551	1659	30.0002216	30	0	0	0	0	0
552	1659	30.0002216	30	0	0	0	0	0
553	1659	30.0002216	30	0	0	0	0	0
554	1657	30.0002216	30	0	0	0	0	0
555	1657	30.0002216	30	0	0	0	0	0
556	1657	30.0002216	30	0	0	0	0	0
557	333	0.600004192	1.8	0	0.104841048	14.8788144	26.2074855	0
558	344	2.8000205	2.8	0	0.051140815	13.5022417	315.964182	0
559	344	2.8000205	2.8	0	0.051140815	13.5022417	315.964182	0
560	233	46.0003395	46	0	0.046815387	13.6632204	306.536508	0
561	262	2.33335021	7	0	0.074347899	14.8788144	36.540858	0
562	175	0	12.5	0	0.085566985	34.6938271	205.867441	0
563	175	0	12.5	0	0.085566985	34.6938271	205.867441	0
564	175	0	7.5	0	0.085566985	34.6938271	205.867441	0
565	1118	5.10003732	5.1	0	0.016096182	15.236961	1547.8861	0
566	1118	5.10003732	5.1	0	0.016096182	15.236961	1547.8861	0
567	1118	4.10002992	4.1	0	0.016096182	15.236961	1547.8861	0
568	1118	0	0.129292174	0	0	0	0	1
569	1118	0.27247075	0.387876522	0	0	0	0	1
570	1118	0.27247075	0.387876522	0	0	0	0	1
571	1118	0	0.129292174	0	0	0	0	1
572	1480	0	0.2	0	0.078724432	14.8788144	34.6467874	0
573	1480	0.366669117	1.1	0	0.078724432	14.8788144	34.6467874	0
574	1129	1.50001103	1.5	0	0.052644909	7.3428025	22.7651352	0
575	1692	48.2003532	48.2	0	0.047509495	14.9064255	279.439595	0
576	8434	18.3001349	18.3	0	0.0636566	14.0763425	291.232287	0
577	8434	18.3001349	18.3	0	0.0636566	14.0763425	291.232287	0
578	8434	18.3001349	18.3	0	0.0636566	14.0763425	291.232287	0
579	1920	38.4002833	38.4	0	0.080439696	12.7499753	273.404481	0
580	1665	69.610085	75	0	0.03564953	15.1229214	434.063826	0
581	1665	69.610085	75	0	0.03564953	15.1229214	434.063826	0
582	1665	69.610085	75	0	0.03564953	15.1229214	434.063826	0
583	1665	69.610085	75	0	0.03564953	15.1229214	434.063826	0
584	1877	0.466669881	1.4	0	0.078724432	14.8788144	34.6467874	0
585	1735	1.06667421	3.2	0	0.104841048	14.8788144	26.2074855	0
586	270	38.7002855	38.7	0	0.075282688	12.996741	279.525684	0
587	1299	0.833339198	2.5	0	0.085772205	14.8788144	32.0494007	0
588	1299	0.833339198	2.5	0	0.085772205	14.8788144	32.0494007	0
589	1734	1.66667861	5	0	0.104841048	14.8788144	26.2074855	0
590	686	2.8000205	2.8	0	0.051140815	13.5022417	315.964182	0
591	686	3.3000242	3.3	0	0.051140815	13.5022417	315.964182	0
592	1709	30.1002224	30.1	0	0	0	0	0
593	1709	9.50007018	9.5	0	0	0	0	0
594	363	82.0006055	82	0	0.091411024	7.67744915	340.343109	0
595	363	82.0006055	82	0	0.091411024	7.67744915	340.343109	0
596	363	82.0006055	82	0	0.091411024	7.67744915	340.343109	0
597	363	82.0006055	82	0	0.091411024	7.67744915	340.343109	0
598	363	20.3412983	38.5	0	0.060604168	16.3717117	454.352865	0
599	363	20.3412983	38.5	0	0.060604168	16.3717117	454.352865	0
600	1168	0.933339917	2.8	0	0.085772205	14.8788144	32.0494007	0
601	1727	0.400002708	1.2	0	0.078724432	14.8788144	34.6467874	0
602	1895	0	0.5	0	0.094703922	22.409643	554.685123	0
603	1895	0	0.5	0	0.094703922	22.409643	554.685123	0
604	1895	0	0.5	0	0.094703922	22.409643	554.685123	0
605	1040	0.900006589	0.9	0	0.052644909	7.3428025	22.7651352	0
606	1040	0.900006589	0.9	0	0.052644909	7.3428025	22.7651352	0
607	1040	0.900006589	0.9	0	0.052644909	7.3428025	22.7651352	0
608	1858	2.5638222	5.9	0	0	0	0	1
609	1852	13.4709302	31	0	0	0	0	1
610	68	0	29.1	0	0.11593	34.988	127.93	0
611	525	18.2432044	20	0	0.067573963	16.3717118	401.19412	0
612	8472	0	21	0	0.136386627	34.9221993	113.70841	0
613	1457	0.400002708	1.2	0	0.078724432	14.8788144	34.6467874	0
614	1932	6.64855589	15.3	0	0	0	0	1
615	76	0	27.3	0	0.082133	23.025	78.442	0
616	125	6.13337829	18.4	0	0.078724432	14.8788144	34.6467874	0
617	125	3.26669045	9.8	0	0.078724432	14.8788144	34.6467874	0
618	125	0.800005626	2.4	0	0.078724432	14.8788144	34.6467874	0
619	125	2.30001663	6.9	0	0.078724432	14.8788144	34.6467874	0
620	1889	5.40003955	16.2	0	0.073726559	14.8788144	37.2572181	0
621	1893	2.19389114	19.2	0	0.151710181	17.2716389	135.454897	0
622	1893	49.500362	49.5	0	0.053656297	14.5896751	282.545376	0
623	1858	9.42965116	21.7	0	0	0	0	1
624	1858	1.47745686	3.4	0	0	0	0	1
625	1522	0	2.3	0	0.094703922	22.409643	554.685123	0
626	1522	0	2.3	0	0.094703922	22.409643	554.685123	0
627	1522	0.500003463	1.5	0	0.078724432	14.8788144	34.6467874	0
628	239	10.6685586	24.9	0	0.216252547	15.2973842	142.358645	0
629	239	10.6685586	24.9	0	0.216252547	15.2973842	142.358645	0
630	1666	10.624254	24.9	0	0.223003485	15.235242	144.635755	0
631	1666	10.624254	24.9	0	0.223003485	15.235242	144.635755	0
632	248	11.5964714	24.9	0	0.224043824	15.0063715	144.713646	0
633	248	11.5964714	24.9	0	0.224043824	15.0063715	144.713646	0
634	1702	30.0002212	30	0	0.134825912	11.6879263	241.314681	0
635	1702	30.0002212	30	0	0.134825912	11.6879263	241.314681	0
636	1702	0	23	0	0.102538091	25.545	79.8404908	0
637	2203	0.651819204	1.5	0	0	0	0	1
638	2203	7.51764816	17.3	0	0	0	0	1
639	1848	12.9929295	29.9	0	0	0	0	1
640	2399	33.4165979	76.9	0	0	0	0	1
641	1807	6.00004416	6	0	0.051140815	13.5022417	315.964182	0
642	554	0	1.5	0	0.030580892	24.5037276	248.251086	0
643	384	82.3006078	82.3	0	0.070011402	8.16964701	907.718723	0
644	384	13.6001001	13.6	0	0.020101404	15.4560715	1243.53602	0
645	384	11.5000846	11.5	0	0.020101404	15.4560715	1243.53602	0
646	1849	16.9038447	38.9	0	0	0	0	1
647	1860	8.69092273	20	0	0	0	0	1
648	1447	0	25	0	0.12967323	34.8713767	118.435395	0
649	1614	0	3	0	0.25325	58.907	173.53	0
650	1614	0	3	0	0.25325	58.907	173.53	0
651	394	1.20000864	1.2	0	0.051140815	13.5022417	315.964182	0
652	253	46.0003391	46	0	0.061585448	13.6886988	303.385894	0
653	1690	8.80006488	8.8	0	0.134825912	11.6879263	241.314681	0
654	1690	8.80006488	8.8	0	0.134825912	11.6879263	241.314681	0
655	1223	3.50002568	3.5	0	0.051140815	13.5022417	315.964182	0
656	1223	3.50002568	3.5	0	0.051140815	13.5022417	315.964182	0
657	1223	3.50002568	3.5	0	0.051140815	13.5022417	315.964182	0
658	1223	3.50002568	3.5	0	0.051140815	13.5022417	315.964182	0
659	467	7.50005484	7.5	0	0.058760544	15.604003	102.705607	0
660	467	4.70305058	22.5	0	0.165626871	16.8255246	136.918444	0
661	467	19.3001415	19.3	0	0.058760544	15.604003	102.705607	0
662	1384	0	24	0	0.25325	58.907	173.53	0
663	2234	1.20000881	1.2	0	0.052644909	7.3428025	22.7651352	0
664	8403	18.8593023	43.4	0	0	0	0	1
665	713	0	2.5	0	0.094703922	22.409643	554.685123	0
666	713	0	2.5	0	0.094703922	22.409643	554.685123	0
667	713	0	2.5	0	0.094703922	22.409643	554.685123	0
668	1533	24.4001802	24.4	0	0.057836312	9.17539209	365.028494	0
669	1533	7.60005455	7.6	0	0.071315354	16.3717118	376.931232	0
670	1920	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
671	1920	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
672	2196	7.70487614	24	0	0.196394076	16.0912893	141.739131	0
673	2196	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
674	2196	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
675	1674	31.4002317	31.4	0	0.102541866	12.2346869	259.979857	0
676	1674	31.4002317	31.4	0	0.102541866	12.2346869	259.979857	0
677	1674	31.4002317	31.4	0	0.102541866	12.2346869	259.979857	0
678	8680	1.52091148	3.5	0	0	0	0	1
679	8680	1.82509377	4.2	0	0	0	0	1
680	8680	10.0380157	23.1	0	0	0	0	1
681	8680	1.6078207	3.7	0	0	0	0	1
682	796	1.30363841	3	0	0	0	0	1
683	1681	20.8582145	48	0	0	0	0	1
684	1681	17.5991185	40.5	0	0	0	0	1
685	1600	0	1	0	0.25325	58.907	173.53	0
686	1600	0	1	0	0.25325	58.907	173.53	0
687	1600	0	1	0	0.25325	58.907	173.53	0
688	2136	23.0001698	23	0	0.229011049	7.93857786	167.188707	0
689	2136	5.50003923	5.5	0	0.084897942	16.3717118	326.812559	0
690	1847	23.5001735	23.5	0	0.191234446	8.45575669	240.823874	0
691	1847	7.30005228	7.3	0	0.076453688	16.3717118	356.995615	0
692	1455	23.5001735	23.5	0	0.169468784	8.51894613	247.166078	0
693	1455	7.60005455	7.6	0	0.071356362	16.3717118	360.175305	0
694	653	38.9002871	38.9	0	0.063515954	13.0832516	299.732541	0
695	1292	1.40000998	4.2	0	0.104841048	14.8788144	26.2074855	0
696	1123	5.30003898	5.3	0	0.051140815	13.5022417	315.964182	0
697	1576	1.50001108	1.5	0	0	0	0	0
698	1576	1.50001108	1.5	0	0	0	0	0
699	1333	1.00000733	1	0	0.052644909	7.3428025	22.7651352	0
700	1333	0.400002881	0.4	0	0.052644909	7.3428025	22.7651352	0
701	1333	1.40001029	1.4	0	0.052644909	7.3428025	22.7651352	0
702	1323	4.00002902	4	0	0.058760544	15.604003	102.705607	0
703	483	5.0000364	5	0	0.058760544	15.604003	102.705607	0
704	519	14.5001046	14.5	0	0.052303032	16.3717118	479.744314	0
705	519	14.5001046	14.5	0	0.052303032	16.3717118	479.744314	0
706	519	14.0001011	14	0	0.052303032	16.3717118	479.744314	0
707	253	6.00004421	6	0	0.134825912	11.6879263	241.314681	0
708	253	6.00004421	6	0	0.134825912	11.6879263	241.314681	0
709	1686	3.50002568	3.5	0	0.051140815	13.5022417	315.964182	0
710	1686	3.50002568	3.5	0	0.051140815	13.5022417	315.964182	0
711	1686	3.50002568	3.5	0	0.051140815	13.5022417	315.964182	0
712	1675	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
713	1675	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
714	253	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
715	253	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
716	112	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
717	112	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
718	8239	3.10002272	3.1	0	0.051140815	13.5022417	315.964182	0
719	8239	3.10002272	3.1	0	0.051140815	13.5022417	315.964182	0
720	8239	3.10002272	3.1	0	0.051140815	13.5022417	315.964182	0
721	8239	3.10002272	3.1	0	0.051140815	13.5022417	315.964182	0
722	1920	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
723	1920	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
724	1920	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
725	1920	3.40002494	3.4	0	0.051140815	13.5022417	315.964182	0
726	539	4.662803	21.4	0	0.162064325	16.8488019	136.821325	0
727	539	4.662803	21.4	0	0.162064325	16.8488019	136.821325	0
728	714	0	3	0	0.094703922	22.409643	554.685123	0
729	714	0	3	0	0.094703922	22.409643	554.685123	0
730	714	0	3	0	0.094703922	22.409643	554.685123	0
731	714	0	3	0	0.094703922	22.409643	554.685123	0
732	714	0	3	0	0.094703922	22.409643	554.685123	0
733	714	0	1	0	0.094703922	22.409643	554.685123	0
734	1675	3.10002272	3.1	0	0.051140815	13.5022417	315.964182	0
735	1675	3.10002272	3.1	0	0.051140815	13.5022417	315.964182	0
736	1675	3.10002272	3.1	0	0.051140815	13.5022417	315.964182	0
737	1675	3.10002272	3.1	0	0.051140815	13.5022417	315.964182	0
738	1924	7.70487614	24.4	0	0.196394076	16.0912893	141.739131	0
739	1924	7.70487614	24.4	0	0.196394076	16.0912893	141.739131	0
740	1599	62.6004624	62.6	0	0.014862244	9.34812416	1110.30224	0
741	1599	62.6004624	62.6	0	0.014862244	9.34812416	1110.30224	0
742	1599	15.8975997	30.4	0	0.077544248	16.3717118	351.664768	0
743	1680	12.601838	29	0	0	0	0	1
744	1936	10.2118342	23.5	0	0	0	0	1
745	1680	9.77728807	22.5	0	0	0	0	1
746	1557	9.20006784	9.2	0	0.134825912	11.6879263	241.314681	0
747	1557	10.0000737	10	0	0.134825912	11.6879263	241.314681	0
748	1557	10.0000737	10	0	0.134825912	11.6879263	241.314681	0
749	2203	9.560015	22	0	0	0	0	1
750	1928	7.99564891	18.4	0	0	0	0	1
751	1931	6.12710052	14.1	0	0	0	0	1
752	1931	9.21237809	21.2	0	0	0	0	1
753	8593	0.782183045	1.8	0	0	0	0	1
754	1753	49.0003588	49	0	0.052403255	14.6476945	281.665712	0
755	465	0	6.8	0	0.25325	58.907	173.53	0
756	367	1.30000925	3.9	0	0.104841048	14.8788144	26.2074855	0
757	367	0.366669117	1.1	0	0.078724432	14.8788144	34.6467874	0
758	1717	21.6001596	21.6	0	0	0	0	0
759	1163	0	54	0	0.060731098	34.4881771	244.513587	0
760	446	0.300001532	0.3	0	0.067573963	16.3717118	401.19412	0
761	446	0.600004363	0.6	0	0.052644909	7.3428025	22.7651352	0
762	446	0.600004363	0.6	0	0.052644909	7.3428025	22.7651352	0
763	446	1.00000733	1	0	0.052644909	7.3428025	22.7651352	0
764	1932	3.25909602	7.5	0	0	0	0	1
765	1933	1.30363841	3	0	0	0	0	1
766	1989	1.95545761	4.5	0	0	0	0	1
767	1989	0	0.1	0	0	0	0	1
768	166	0.433336296	1.3	0	0.078724432	14.8788144	34.6467874	0
769	1116	0.800005847	0.8	0	0.052644909	7.3428025	22.7651352	0
770	1116	0.800005847	0.8	0	0.052644909	7.3428025	22.7651352	0
771	1425	6.70004907	20.1	0	0.116141127	14.8788144	23.3042834	0
772	1668	27.6983869	27.7	0	0.198443557	12.0279444	238.944546	0
773	1675	5.00003677	5	0	0.051140815	13.5022417	315.964182	0
774	1937	3.00002198	3	0	0.051140815	13.5022417	315.964182	0
775	1937	3.00002198	3	0	0.051140815	13.5022417	315.964182	0
776	1703	0	10	0	0.030580892	24.5037276	248.251086	0
777	1703	51.6471993	58.5	0	0.060402558	14.4848701	297.332701	0
778	1783	6.73546511	15.5	0	0	0	0	1
779	1854	21.5100337	49.5	0	0	0	0	1
780	1887	0.900006343	2.7	0	0.085772205	14.8788144	32.0494007	0
781	1887	0.900006343	2.7	0	0.085772205	14.8788144	32.0494007	0
782	1887	0.166667613	0.5	0	0.078724432	14.8788144	34.6467874	0
783	7649	0	0.6	0	0.25325	58.907	173.53	0
784	7649	0	0.6	0	0.25325	58.907	173.53	0
785	7649	0	0.6	0	0.25325	58.907	173.53	0
786	7649	0	0.6	0	0.25325	58.907	173.53	0
787	7649	0	0.4	0	0.25325	58.907	173.53	0
788	1680	12.4714741	28.7	0	0	0	0	1
789	1848	3.95436984	9.1	0	0	0	0	1
790	1848	4.17164291	9.6	0	0	0	0	1
791	6	1.63334503	4.9	0	0.104841048	14.8788144	26.2074855	0
792	1857	3.1721868	7.3	0	0	0	0	1
793	2407	2.39000375	5.5	0	0	0	0	1
794	1857	5.08418979	11.7	0	0	0	0	1
795	295	11.7762003	27.1	0	0	0	0	1
796	1721	52.0003841	52	0	0	0	0	0
797	1721	7.00005171	7	0	0	0	0	0
798	1721	3.50002586	3.5	0	0	0	0	0
799	1721	19.0001404	19	0	0	0	0	0
800	1519	41.2003042	41.2	0	0.095998499	8.86336251	572.947107	0
801	1519	10.2000741	10.2	0	0.046413372	16.3163742	586.464464	0
802	1932	2.82454989	6.5	0	0	0	0	1
803	1927	3.60673293	8.3	0	0	0	0	1
804	1927	5.90982745	13.6	0	0	0	0	1
805	1592	40.0002954	40	0	0.12511162	7.95071277	460.953869	0
806	1592	40.0002954	40	0	0.12511162	7.95071277	460.953869	0
807	1592	11.2823805	20	0	0.109264827	16.3717119	243.095114	0
808	1933	20.3367592	46.8	0	0	0	0	1
809	1096	2.60001902	2.6	0	0.051140815	13.5022417	315.964182	0
810	636	0	0.6	0	0.094703922	22.409643	554.685123	0
811	636	0	0.6	0	0.094703922	22.409643	554.685123	0
812	636	0	0.6	0	0.094703922	22.409643	554.685123	0
813	1707	47.5003509	47.5	0	0	0	0	0
814	2117	247.401827	247.4	0	0.007556471	13.3147797	572.658144	0
815	1086	0	1.6	0	0.25325	58.907	173.53	0
816	1086	0	1.6	0	0.25325	58.907	173.53	0
817	1086	0	1.6	0	0.25325	58.907	173.53	0
818	1086	0	1.6	0	0.25325	58.907	173.53	0
819	1389	133.650381	212	0	0.027579692	13.918461	800.556711	0
820	1389	133.650381	212	0	0.027579692	13.918461	800.556711	0
821	1389	133.650381	212	0	0.027579692	13.918461	800.556711	0
822	282	300.002216	300	0	0.000678007	13.8353416	749.289673	0
823	282	300.002216	300	0	0.000678007	13.8353416	749.289673	0
824	282	300.002216	300	0	0.000678007	13.8353416	749.289673	0
825	282	300.002216	300	0	0.000678007	13.8353416	749.289673	0
826	8018	0	3	0	0.25325	58.907	173.53	0
827	1937	213.071417	270	0	0.019216809	13.5099476	1006.75797	0
828	1937	167.701239	167.7	0	0.008673215	9.86331009	2388.58059	0
829	1937	167.701239	167.7	0	0.008673215	9.86331009	2388.58059	0
830	631	3.00002198	3	0	0.051140815	13.5022417	315.964182	0
831	631	3.20002346	3.2	0	0.051140815	13.5022417	315.964182	0
832	1589	182.290086	198.9	0	0.028192924	12.4652175	2323.40845	0
833	1589	182.290086	198.9	0	0.028192924	12.4652175	2323.40845	0
834	1589	220.574694	280.5	0	0.018524284	13.518512	1034.53204	0
835	8185	182.001344	182	0	0.030319165	10.3999001	1377.47488	0
