ampl.tab 3 1
BusID	Time	Scenario	WindPg
14	8	Summer	0
15	8	Summer	0
16	8	Summer	5.0977
17	8	Summer	0
18	8	Summer	0
19	8	Summer	0
20	8	Summer	0
21	8	Summer	5.0977
22	8	Summer	0
23	8	Summer	15.2931
24	8	Summer	0
1	9	Summer	0
2	9	Summer	0
3	9	Summer	62.0638
4	9	Summer	0
5	9	Summer	41.3759
6	9	Summer	0
7	9	Summer	62.0638
8	9	Summer	0
9	9	Summer	0
10	9	Summer	0
11	9	Summer	0
12	9	Summer	0
13	9	Summer	0
14	9	Summer	0
15	9	Summer	0
16	9	Summer	41.3759
17	9	Summer	0
18	9	Summer	0
19	9	Summer	0
20	9	Summer	0
21	9	Summer	41.3759
22	9	Summer	0
23	9	Summer	124.1276
24	9	Summer	0
1	10	Summer	0
2	10	Summer	0
3	10	Summer	112.7905
4	10	Summer	0
5	10	Summer	75.1937
6	10	Summer	0
7	10	Summer	112.7905
8	10	Summer	0
9	10	Summer	0
10	10	Summer	0
11	10	Summer	0
12	10	Summer	0
13	10	Summer	0
14	10	Summer	0
15	10	Summer	0
16	10	Summer	75.1937
17	10	Summer	0
18	10	Summer	0
19	10	Summer	0
20	10	Summer	0
21	10	Summer	75.1937
22	10	Summer	0
23	10	Summer	225.581
24	10	Summer	0
1	11	Summer	0
2	11	Summer	0
3	11	Summer	129.8001
4	11	Summer	0
5	11	Summer	86.5334
6	11	Summer	0
7	11	Summer	129.8001
8	11	Summer	0
9	11	Summer	0
10	11	Summer	0
11	11	Summer	0
12	11	Summer	0
13	11	Summer	0
14	11	Summer	0
15	11	Summer	0
16	11	Summer	86.5334
17	11	Summer	0
18	11	Summer	0
19	11	Summer	0
20	11	Summer	0
21	11	Summer	86.5334
22	11	Summer	0
23	11	Summer	259.6003
24	11	Summer	0
1	12	Summer	0
2	12	Summer	0
3	12	Summer	133.5397
4	12	Summer	0
5	12	Summer	89.0264
6	12	Summer	0
7	12	Summer	133.5397
8	12	Summer	0
9	12	Summer	0
10	12	Summer	0
11	12	Summer	0
12	12	Summer	0
13	12	Summer	0
14	12	Summer	0
15	12	Summer	0
16	12	Summer	89.0264
17	12	Summer	0
18	12	Summer	0
19	12	Summer	0
20	12	Summer	0
21	12	Summer	89.0264
22	12	Summer	0
23	12	Summer	267.0793
24	12	Summer	0
1	13	Summer	0
2	13	Summer	0
3	13	Summer	137.3418
4	13	Summer	0
5	13	Summer	91.5612
6	13	Summer	0
7	13	Summer	137.3418
8	13	Summer	0
9	13	Summer	0
10	13	Summer	0
11	13	Summer	0
12	13	Summer	0
13	13	Summer	0
14	13	Summer	0
15	13	Summer	0
16	13	Summer	91.5612
17	13	Summer	0
18	13	Summer	0
19	13	Summer	0
20	13	Summer	0
21	13	Summer	91.5612
22	13	Summer	0
23	13	Summer	274.6836
24	13	Summer	0
1	14	Summer	0
2	14	Summer	0
3	14	Summer	135.387
4	14	Summer	0
5	14	Summer	90.258
6	14	Summer	0
7	14	Summer	135.387
8	14	Summer	0
9	14	Summer	0
10	14	Summer	0
11	14	Summer	0
12	14	Summer	0
13	14	Summer	0
14	14	Summer	0
15	14	Summer	0
16	14	Summer	90.258
17	14	Summer	0
18	14	Summer	0
19	14	Summer	0
20	14	Summer	0
21	14	Summer	90.258
22	14	Summer	0
23	14	Summer	270.774
24	14	Summer	0
1	15	Summer	0
2	15	Summer	0
3	15	Summer	130.7618
4	15	Summer	0
5	15	Summer	87.1745
6	15	Summer	0
7	15	Summer	130.7618
8	15	Summer	0
9	15	Summer	0
10	15	Summer	0
11	15	Summer	0
12	15	Summer	0
13	15	Summer	0
14	15	Summer	0
15	15	Summer	0
16	15	Summer	87.1745
17	15	Summer	0
18	15	Summer	0
19	15	Summer	0
20	15	Summer	0
21	15	Summer	87.1745
22	15	Summer	0
23	15	Summer	261.5236
24	15	Summer	0
1	16	Summer	0
2	16	Summer	0
3	16	Summer	133.205
4	16	Summer	0
5	16	Summer	88.8033
6	16	Summer	0
7	16	Summer	133.205
8	16	Summer	0
9	16	Summer	0
10	16	Summer	0
11	16	Summer	0
12	16	Summer	0
13	16	Summer	0
14	16	Summer	0
15	16	Summer	0
16	16	Summer	88.8033
17	16	Summer	0
18	16	Summer	0
19	16	Summer	0
20	16	Summer	0
21	16	Summer	88.8033
22	16	Summer	0
23	16	Summer	266.41
24	16	Summer	0
1	17	Summer	0
2	17	Summer	0
3	17	Summer	135.2361
4	17	Summer	0
5	17	Summer	90.1574
6	17	Summer	0
7	17	Summer	135.2361
8	17	Summer	0
9	17	Summer	0
10	17	Summer	0
11	17	Summer	0
12	17	Summer	0
13	17	Summer	0
14	17	Summer	0
15	17	Summer	0
16	17	Summer	90.1574
17	17	Summer	0
18	17	Summer	0
19	17	Summer	0
20	17	Summer	0
21	17	Summer	90.1574
22	17	Summer	0
23	17	Summer	270.4722
24	17	Summer	0
1	18	Summer	0
2	18	Summer	0
3	18	Summer	129.966
4	18	Summer	0
5	18	Summer	86.644
6	18	Summer	0
7	18	Summer	129.966
8	18	Summer	0
9	18	Summer	0
10	18	Summer	0
11	18	Summer	0
12	18	Summer	0
13	18	Summer	0
14	18	Summer	0
15	18	Summer	0
16	18	Summer	86.644
17	18	Summer	0
18	18	Summer	0
19	18	Summer	0
20	18	Summer	0
21	18	Summer	86.644
22	18	Summer	0
23	18	Summer	259.932
24	18	Summer	0
1	19	Summer	0
2	19	Summer	0
3	19	Summer	111.4922
4	19	Summer	0
5	19	Summer	74.3281
6	19	Summer	0
7	19	Summer	111.4922
8	19	Summer	0
9	19	Summer	0
10	19	Summer	0
11	19	Summer	0
12	19	Summer	0
13	19	Summer	0
14	19	Summer	0
15	19	Summer	0
16	19	Summer	74.3281
17	19	Summer	0
18	19	Summer	0
19	19	Summer	0
20	19	Summer	0
21	19	Summer	74.3281
22	19	Summer	0
23	19	Summer	222.9844
24	19	Summer	0
1	20	Summer	0
2	20	Summer	0
3	20	Summer	54.8687
4	20	Summer	0
5	20	Summer	36.5791
6	20	Summer	0
7	20	Summer	54.8687
8	20	Summer	0
9	20	Summer	0
10	20	Summer	0
11	20	Summer	0
12	20	Summer	0
13	20	Summer	0
14	20	Summer	0
15	20	Summer	0
16	20	Summer	36.5791
17	20	Summer	0
18	20	Summer	0
19	20	Summer	0
20	20	Summer	0
21	20	Summer	36.5791
22	20	Summer	0
23	20	Summer	109.7374
24	20	Summer	0
1	21	Summer	0
2	21	Summer	0
3	21	Summer	7.1555
4	21	Summer	0
5	21	Summer	4.7703
6	21	Summer	0
7	21	Summer	7.1555
8	21	Summer	0
9	21	Summer	0
10	21	Summer	0
11	21	Summer	0
12	21	Summer	0
13	21	Summer	0
14	21	Summer	0
15	21	Summer	0
16	21	Summer	4.7703
17	21	Summer	0
18	21	Summer	0
19	21	Summer	0
20	21	Summer	0
21	21	Summer	4.7703
22	21	Summer	0
23	21	Summer	14.311
24	21	Summer	0
1	22	Summer	0
2	22	Summer	0
3	22	Summer	0.18751
4	22	Summer	0
5	22	Summer	0.12501
6	22	Summer	0
7	22	Summer	0.18751
8	22	Summer	0
9	22	Summer	0
10	22	Summer	0
11	22	Summer	0
12	22	Summer	0
13	22	Summer	0
14	22	Summer	0
15	22	Summer	0
16	22	Summer	0.12501
17	22	Summer	0
18	22	Summer	0
19	22	Summer	0
20	22	Summer	0
21	22	Summer	0.12501
22	22	Summer	0
23	22	Summer	0.37503
24	22	Summer	0
1	23	Summer	0
2	23	Summer	0
3	23	Summer	0
4	23	Summer	0
5	23	Summer	0
6	23	Summer	0
7	23	Summer	0
8	23	Summer	0
9	23	Summer	0
10	23	Summer	0
11	23	Summer	0
12	23	Summer	0
13	23	Summer	0
14	23	Summer	0
15	23	Summer	0
16	23	Summer	0
17	23	Summer	0
18	23	Summer	0
19	23	Summer	0
20	23	Summer	0
21	23	Summer	0
22	23	Summer	0
23	23	Summer	0
24	23	Summer	0
1	24	Summer	0
2	24	Summer	0
3	24	Summer	0
4	24	Summer	0
5	24	Summer	0
6	24	Summer	0
7	24	Summer	0
8	24	Summer	0
9	24	Summer	0
10	24	Summer	0
11	24	Summer	0
12	24	Summer	0
13	24	Summer	0
14	24	Summer	0
15	24	Summer	0
16	24	Summer	0
17	24	Summer	0
18	24	Summer	0
19	24	Summer	0
20	24	Summer	0
21	24	Summer	0
22	24	Summer	0
23	24	Summer	0
24	24	Summer	0
1	1	Autumn	0
2	1	Autumn	0
3	1	Autumn	0
4	1	Autumn	0
5	1	Autumn	0
6	1	Autumn	0
7	1	Autumn	0
8	1	Autumn	0
9	1	Autumn	0
10	1	Autumn	0
11	1	Autumn	0
12	1	Autumn	0
13	1	Autumn	0
14	1	Autumn	0
15	1	Autumn	0
16	1	Autumn	0
17	1	Autumn	0
18	1	Autumn	0
19	1	Autumn	0
20	1	Autumn	0
21	1	Autumn	0
22	1	Autumn	0
23	1	Autumn	0
24	1	Autumn	0
1	2	Autumn	0
2	2	Autumn	0
3	2	Autumn	0
4	2	Autumn	0
5	2	Autumn	0
6	2	Autumn	0
7	2	Autumn	0
8	2	Autumn	0
9	2	Autumn	0
10	2	Autumn	0
11	2	Autumn	0
12	2	Autumn	0
13	2	Autumn	0
14	2	Autumn	0
15	2	Autumn	0
16	2	Autumn	0
17	2	Autumn	0
18	2	Autumn	0
19	2	Autumn	0
20	2	Autumn	0
21	2	Autumn	0
22	2	Autumn	0
23	2	Autumn	0
24	2	Autumn	0
1	3	Autumn	0
2	3	Autumn	0
3	3	Autumn	0
4	3	Autumn	0
5	3	Autumn	0
6	3	Autumn	0
7	3	Autumn	0
8	3	Autumn	0
9	3	Autumn	0
10	3	Autumn	0
11	3	Autumn	0
12	3	Autumn	0
13	3	Autumn	0
14	3	Autumn	0
15	3	Autumn	0
16	3	Autumn	0
17	3	Autumn	0
18	3	Autumn	0
19	3	Autumn	0
20	3	Autumn	0
21	3	Autumn	0
22	3	Autumn	0
23	3	Autumn	0
24	3	Autumn	0
1	4	Autumn	0
2	4	Autumn	0
3	4	Autumn	0
4	4	Autumn	0
5	4	Autumn	0
6	4	Autumn	0
7	4	Autumn	0
8	4	Autumn	0
9	4	Autumn	0
10	4	Autumn	0
11	4	Autumn	0
12	4	Autumn	0
13	4	Autumn	0
14	4	Autumn	0
15	4	Autumn	0
16	4	Autumn	0
17	4	Autumn	0
18	4	Autumn	0
19	4	Autumn	0
20	4	Autumn	0
21	4	Autumn	0
22	4	Autumn	0
23	4	Autumn	0
24	4	Autumn	0
1	5	Autumn	0
2	5	Autumn	0
3	5	Autumn	0
4	5	Autumn	0
5	5	Autumn	0
6	5	Autumn	0
7	5	Autumn	0
8	5	Autumn	0
9	5	Autumn	0
10	5	Autumn	0
11	5	Autumn	0
12	5	Autumn	0
13	5	Autumn	0
14	5	Autumn	0
15	5	Autumn	0
16	5	Autumn	0
17	5	Autumn	0
18	5	Autumn	0
19	5	Autumn	0
20	5	Autumn	0
21	5	Autumn	0
22	5	Autumn	0
23	5	Autumn	0
24	5	Autumn	0
1	6	Autumn	0
2	6	Autumn	0
3	6	Autumn	0
4	6	Autumn	0
5	6	Autumn	0
6	6	Autumn	0
7	6	Autumn	0
8	6	Autumn	0
9	6	Autumn	0
10	6	Autumn	0
11	6	Autumn	0
12	6	Autumn	0
13	6	Autumn	0
14	6	Autumn	0
15	6	Autumn	0
16	6	Autumn	0
17	6	Autumn	0
18	6	Autumn	0
19	6	Autumn	0
20	6	Autumn	0
21	6	Autumn	0
22	6	Autumn	0
23	6	Autumn	0
24	6	Autumn	0
1	7	Autumn	0
2	7	Autumn	0
3	7	Autumn	0
4	7	Autumn	0
5	7	Autumn	0
6	7	Autumn	0
7	7	Autumn	0
8	7	Autumn	0
9	7	Autumn	0
10	7	Autumn	0
11	7	Autumn	0
12	7	Autumn	0
13	7	Autumn	0
14	7	Autumn	0
15	7	Autumn	0
16	7	Autumn	0
17	7	Autumn	0
18	7	Autumn	0
19	7	Autumn	0
20	7	Autumn	0
21	7	Autumn	0
22	7	Autumn	0
23	7	Autumn	0
24	7	Autumn	0
1	8	Autumn	0
2	8	Autumn	0
3	8	Autumn	0.0637
4	8	Autumn	0
5	8	Autumn	0.042466
6	8	Autumn	0
7	8	Autumn	0.0637
8	8	Autumn	0
9	8	Autumn	0
10	8	Autumn	0
11	8	Autumn	0
12	8	Autumn	0
13	8	Autumn	0
14	8	Autumn	0
15	8	Autumn	0
16	8	Autumn	0.042466
17	8	Autumn	0
18	8	Autumn	0
19	8	Autumn	0
20	8	Autumn	0
21	8	Autumn	0.042466
22	8	Autumn	0
23	8	Autumn	0.1274
24	8	Autumn	0
1	9	Autumn	0
2	9	Autumn	0
3	9	Autumn	22.955
4	9	Autumn	0
5	9	Autumn	15.3034
6	9	Autumn	0
7	9	Autumn	22.955
8	9	Autumn	0
9	9	Autumn	0
10	9	Autumn	0
11	9	Autumn	0
12	9	Autumn	0
13	9	Autumn	0
14	9	Autumn	0
15	9	Autumn	0
16	9	Autumn	15.3034
17	9	Autumn	0
18	9	Autumn	0
19	9	Autumn	0
20	9	Autumn	0
21	9	Autumn	15.3034
22	9	Autumn	0
23	9	Autumn	45.9101
24	9	Autumn	0
1	10	Autumn	0
2	10	Autumn	0
3	10	Autumn	90.6727
4	10	Autumn	0
5	10	Autumn	60.4484
6	10	Autumn	0
7	10	Autumn	90.6727
8	10	Autumn	0
9	10	Autumn	0
10	10	Autumn	0
11	10	Autumn	0
12	10	Autumn	0
13	10	Autumn	0
14	10	Autumn	0
15	10	Autumn	0
16	10	Autumn	60.4484
17	10	Autumn	0
18	10	Autumn	0
19	10	Autumn	0
20	10	Autumn	0
21	10	Autumn	60.4484
22	10	Autumn	0
23	10	Autumn	181.3453
24	10	Autumn	0
1	11	Autumn	0
2	11	Autumn	0
3	11	Autumn	122.0929
4	11	Autumn	0
5	11	Autumn	81.3953
6	11	Autumn	0
7	11	Autumn	122.0929
8	11	Autumn	0
9	11	Autumn	0
10	11	Autumn	0
11	11	Autumn	0
12	11	Autumn	0
13	11	Autumn	0
14	11	Autumn	0
15	11	Autumn	0
16	11	Autumn	81.3953
17	11	Autumn	0
18	11	Autumn	0
19	11	Autumn	0
20	11	Autumn	0
21	11	Autumn	81.3953
22	11	Autumn	0
23	11	Autumn	244.1858
24	11	Autumn	0
1	12	Autumn	0
2	12	Autumn	0
3	12	Autumn	127.4471
4	12	Autumn	0
5	12	Autumn	84.9647
6	12	Autumn	0
7	12	Autumn	127.4471
8	12	Autumn	0
9	12	Autumn	0
10	12	Autumn	0
11	12	Autumn	0
12	12	Autumn	0
13	12	Autumn	0
14	12	Autumn	0
15	12	Autumn	0
16	12	Autumn	84.9647
17	12	Autumn	0
18	12	Autumn	0
19	12	Autumn	0
20	12	Autumn	0
21	12	Autumn	84.9647
22	12	Autumn	0
23	12	Autumn	254.8942
24	12	Autumn	0
1	13	Autumn	0
2	13	Autumn	0
3	13	Autumn	128.255
4	13	Autumn	0
5	13	Autumn	85.5034
6	13	Autumn	0
7	13	Autumn	128.255
8	13	Autumn	0
9	13	Autumn	0
10	13	Autumn	0
11	13	Autumn	0
12	13	Autumn	0
13	13	Autumn	0
14	13	Autumn	0
15	13	Autumn	0
16	13	Autumn	85.5034
17	13	Autumn	0
18	13	Autumn	0
19	13	Autumn	0
20	13	Autumn	0
21	13	Autumn	85.5034
22	13	Autumn	0
23	13	Autumn	256.5101
24	13	Autumn	0
1	14	Autumn	0
2	14	Autumn	0
3	14	Autumn	127.4925
4	14	Autumn	0
5	14	Autumn	84.995
6	14	Autumn	0
7	14	Autumn	127.4925
8	14	Autumn	0
9	14	Autumn	0
10	14	Autumn	0
11	14	Autumn	0
12	14	Autumn	0
13	14	Autumn	0
14	14	Autumn	0
15	14	Autumn	0
16	14	Autumn	84.995
17	14	Autumn	0
18	14	Autumn	0
19	14	Autumn	0
20	14	Autumn	0
21	14	Autumn	84.995
22	14	Autumn	0
23	14	Autumn	254.985
24	14	Autumn	0
1	15	Autumn	0
2	15	Autumn	0
3	15	Autumn	127.311
4	15	Autumn	0
5	15	Autumn	84.874
6	15	Autumn	0
7	15	Autumn	127.311
8	15	Autumn	0
9	15	Autumn	0
10	15	Autumn	0
11	15	Autumn	0
12	15	Autumn	0
13	15	Autumn	0
14	15	Autumn	0
15	15	Autumn	0
16	15	Autumn	84.874
17	15	Autumn	0
18	15	Autumn	0
19	15	Autumn	0
20	15	Autumn	0
21	15	Autumn	84.874
22	15	Autumn	0
23	15	Autumn	254.622
24	15	Autumn	0
1	16	Autumn	0
2	16	Autumn	0
3	16	Autumn	127.0656
4	16	Autumn	0
5	16	Autumn	84.7104
6	16	Autumn	0
7	16	Autumn	127.0656
8	16	Autumn	0
9	16	Autumn	0
10	16	Autumn	0
11	16	Autumn	0
12	16	Autumn	0
13	16	Autumn	0
14	16	Autumn	0
15	16	Autumn	0
16	16	Autumn	84.7104
17	16	Autumn	0
18	16	Autumn	0
19	16	Autumn	0
20	16	Autumn	0
21	16	Autumn	84.7104
22	16	Autumn	0
23	16	Autumn	254.1311
24	16	Autumn	0
1	17	Autumn	0
2	17	Autumn	0
3	17	Autumn	122.8403
4	17	Autumn	0
5	17	Autumn	81.8935
6	17	Autumn	0
7	17	Autumn	122.8403
8	17	Autumn	0
9	17	Autumn	0
10	17	Autumn	0
11	17	Autumn	0
12	17	Autumn	0
13	17	Autumn	0
14	17	Autumn	0
15	17	Autumn	0
16	17	Autumn	81.8935
17	17	Autumn	0
18	17	Autumn	0
19	17	Autumn	0
20	17	Autumn	0
21	17	Autumn	81.8935
22	17	Autumn	0
23	17	Autumn	245.6805
24	17	Autumn	0
1	18	Autumn	0
2	18	Autumn	0
3	18	Autumn	100.2778
4	18	Autumn	0
5	18	Autumn	66.8518
6	18	Autumn	0
7	18	Autumn	100.2778
8	18	Autumn	0
9	18	Autumn	0
10	18	Autumn	0
11	18	Autumn	0
12	18	Autumn	0
13	18	Autumn	0
14	18	Autumn	0
15	18	Autumn	0
16	18	Autumn	66.8518
17	18	Autumn	0
18	18	Autumn	0
19	18	Autumn	0
20	18	Autumn	0
21	18	Autumn	66.8518
22	18	Autumn	0
23	18	Autumn	200.5555
24	18	Autumn	0
1	19	Autumn	0
2	19	Autumn	0
3	19	Autumn	33.6192
4	19	Autumn	0
5	19	Autumn	22.4128
6	19	Autumn	0
7	19	Autumn	33.6192
8	19	Autumn	0
9	19	Autumn	0
10	19	Autumn	0
11	19	Autumn	0
12	19	Autumn	0
13	19	Autumn	0
14	19	Autumn	0
15	19	Autumn	0
16	19	Autumn	22.4128
17	19	Autumn	0
18	19	Autumn	0
19	19	Autumn	0
20	19	Autumn	0
21	19	Autumn	22.4128
22	19	Autumn	0
23	19	Autumn	67.2383
24	19	Autumn	0
1	20	Autumn	0
2	20	Autumn	0
3	20	Autumn	1.5245
4	20	Autumn	0
5	20	Autumn	1.0163
6	20	Autumn	0
7	20	Autumn	1.5245
8	20	Autumn	0
9	20	Autumn	0
10	20	Autumn	0
11	20	Autumn	0
12	20	Autumn	0
13	20	Autumn	0
14	20	Autumn	0
15	20	Autumn	0
16	20	Autumn	1.0163
17	20	Autumn	0
18	20	Autumn	0
19	20	Autumn	0
20	20	Autumn	0
21	20	Autumn	1.0163
22	20	Autumn	0
23	20	Autumn	3.049
24	20	Autumn	0
1	21	Autumn	0
2	21	Autumn	0
3	21	Autumn	0
4	21	Autumn	0
5	21	Autumn	0
6	21	Autumn	0
7	21	Autumn	0
8	21	Autumn	0
9	21	Autumn	0
10	21	Autumn	0
11	21	Autumn	0
12	21	Autumn	0
13	21	Autumn	0
14	21	Autumn	0
15	21	Autumn	0
16	21	Autumn	0
17	21	Autumn	0
18	21	Autumn	0
19	21	Autumn	0
20	21	Autumn	0
21	21	Autumn	0
22	21	Autumn	0
23	21	Autumn	0
24	21	Autumn	0
1	22	Autumn	0
2	22	Autumn	0
3	22	Autumn	0
4	22	Autumn	0
5	22	Autumn	0
6	22	Autumn	0
7	22	Autumn	0
8	22	Autumn	0
9	22	Autumn	0
10	22	Autumn	0
11	22	Autumn	0
12	22	Autumn	0
13	22	Autumn	0
14	22	Autumn	0
15	22	Autumn	0
16	22	Autumn	0
17	22	Autumn	0
18	22	Autumn	0
19	22	Autumn	0
20	22	Autumn	0
21	22	Autumn	0
22	22	Autumn	0
23	22	Autumn	0
24	22	Autumn	0
1	23	Autumn	0
2	23	Autumn	0
3	23	Autumn	0
4	23	Autumn	0
5	23	Autumn	0
6	23	Autumn	0
7	23	Autumn	0
8	23	Autumn	0
9	23	Autumn	0
10	23	Autumn	0
11	23	Autumn	0
12	23	Autumn	0
13	23	Autumn	0
14	23	Autumn	0
15	23	Autumn	0
16	23	Autumn	0
17	23	Autumn	0
18	23	Autumn	0
19	23	Autumn	0
20	23	Autumn	0
21	23	Autumn	0
22	23	Autumn	0
23	23	Autumn	0
24	23	Autumn	0
1	24	Autumn	0
2	24	Autumn	0
3	24	Autumn	0
4	24	Autumn	0
5	24	Autumn	0
6	24	Autumn	0
7	24	Autumn	0
8	24	Autumn	0
9	24	Autumn	0
10	24	Autumn	0
11	24	Autumn	0
12	24	Autumn	0
13	24	Autumn	0
14	24	Autumn	0
15	24	Autumn	0
16	24	Autumn	0
17	24	Autumn	0
18	24	Autumn	0
19	24	Autumn	0
20	24	Autumn	0
21	24	Autumn	0
22	24	Autumn	0
23	24	Autumn	0
24	24	Autumn	0
