ampl.tab 3 1
BusID	Time	Scenario	Pd
3	19	Spring	185.81909395253
4	19	Spring	182.429366549349
5	19	Spring	170.953059121135
6	19	Spring	159.145848074153
7	19	Spring	184.555086237027
8	19	Spring	173.069701409446
9	19	Spring	166.067925775659
10	19	Spring	162.366454524324
11	19	Spring	0
12	19	Spring	0
13	19	Spring	161.960104936044
14	19	Spring	166.223082951725
15	19	Spring	175.258456846171
16	19	Spring	192.423135435883
17	19	Spring	0
18	19	Spring	212.135624220873
19	19	Spring	221.317769736263
20	19	Spring	218.201865710105
21	19	Spring	0
22	19	Spring	0
23	19	Spring	0
24	19	Spring	0
1	20	Spring	220.538167137756
2	20	Spring	221.651969163252
3	20	Spring	226.212957557368
4	20	Spring	232.695366918024
5	20	Spring	240.019675554898
6	20	Spring	252.29959483968
7	20	Spring	255.218577951918
8	20	Spring	253.321509993537
9	20	Spring	248.596935723371
10	20	Spring	241.047665330169
11	20	Spring	0
12	20	Spring	0
13	20	Spring	230.073330353951
14	20	Spring	212.179361391217
15	20	Spring	197.580046433024
16	20	Spring	147.106258552886
17	20	Spring	0
18	20	Spring	145.498501928986
19	20	Spring	142.006762278286
20	20	Spring	139.486188003131
21	20	Spring	0
22	20	Spring	0
23	20	Spring	0
24	20	Spring	0
1	21	Spring	137.075191444284
2	21	Spring	141.30820544184
3	21	Spring	151.087221506083
4	21	Spring	164.298493258941
5	21	Spring	177.385576825738
6	21	Spring	179.365650451822
7	21	Spring	178.077674339444
8	21	Spring	172.30481637292
9	21	Spring	170.179664588367
10	21	Spring	172.036833886278
11	21	Spring	0
12	21	Spring	0
13	21	Spring	171.246371038544
14	21	Spring	178.772970587992
15	21	Spring	182.623713924211
16	21	Spring	190.114993045048
17	21	Spring	0
18	21	Spring	193.239530276551
19	21	Spring	190.297472549742
20	21	Spring	183.255134008644
21	21	Spring	0
22	21	Spring	0
23	21	Spring	0
24	21	Spring	0
1	22	Spring	176.771752898035
2	22	Spring	167.083220491345
3	22	Spring	157.347294273197
4	22	Spring	139.532409903919
5	22	Spring	136.386525345529
6	22	Spring	133.132419647715
7	22	Spring	132.387756664966
8	22	Spring	134.847526036606
9	22	Spring	140.830324699857
10	22	Spring	152.621510660318
11	22	Spring	0
12	22	Spring	0
13	22	Spring	161.77850014428
14	22	Spring	166.128726588149
15	22	Spring	164.979595984353
16	22	Spring	161.081974060389
17	22	Spring	0
18	22	Spring	160.209690625681
19	22	Spring	157.931531980028
20	22	Spring	156.748079827099
21	22	Spring	0
22	22	Spring	0
23	22	Spring	0
24	22	Spring	0
1	23	Spring	155.620131330227
2	23	Spring	158.392862051236
3	23	Spring	165.698829476191
4	23	Spring	174.333466637865
5	23	Spring	176.487830871907
6	23	Spring	173.451040885481
7	23	Spring	167.798042181486
8	23	Spring	164.001047317236
9	23	Spring	158.337645240863
10	23	Spring	150.440238865151
11	23	Spring	0
12	23	Spring	0
13	23	Spring	146.48583130392
14	23	Spring	139.214203177348
15	23	Spring	134.68364841951
16	23	Spring	133.606528719248
17	23	Spring	0
18	23	Spring	134.928457157116
19	23	Spring	139.568829555108
20	23	Spring	146.018211751582
21	23	Spring	0
22	23	Spring	0
23	23	Spring	0
24	23	Spring	0
1	24	Spring	156.378983933493
2	24	Spring	161.36602047454
3	24	Spring	154.371363029432
4	24	Spring	149.783317403212
5	24	Spring	151.357313235368
6	24	Spring	150.431509252708
7	24	Spring	147.856230216197
8	24	Spring	151.019583109476
9	24	Spring	155.881560676665
10	24	Spring	162.414657037473
11	24	Spring	0
12	24	Spring	0
13	24	Spring	172.706216479337
14	24	Spring	181.378720904355
15	24	Spring	187.490729855483
16	24	Spring	190.165739425103
17	24	Spring	0
18	24	Spring	186.696720152842
19	24	Spring	174.951961088881
20	24	Spring	162.868557970625
21	24	Spring	0
22	24	Spring	0
23	24	Spring	0
24	24	Spring	0
1	1	Summer	188.872164277659
2	1	Summer	177.118115477503
3	1	Summer	169.952555618364
4	1	Summer	166.164500244191
5	1	Summer	165.748645402384
6	1	Summer	170.111342202058
7	1	Summer	179.358069871812
8	1	Summer	196.924261410991
9	1	Summer	217.097861044753
10	1	Summer	226.494793589743
11	1	Summer	0
12	1	Summer	0
13	1	Summer	223.306002919698
14	1	Summer	225.696954673142
15	1	Summer	226.836810547188
16	1	Summer	231.504488728301
17	1	Summer	0
18	1	Summer	238.138533395639
19	1	Summer	245.634170889515
20	1	Summer	258.20133974821
21	1	Summer	0
22	1	Summer	0
23	1	Summer	0
24	1	Summer	0
1	2	Summer	261.188603167168
2	2	Summer	259.247159350111
3	2	Summer	254.412068722748
4	2	Summer	246.686207209237
5	2	Summer	235.455162642933
6	2	Summer	217.142621306801
7	2	Summer	202.201801905142
8	2	Summer	150.547340624299
9	2	Summer	148.901975658319
10	2	Summer	145.328557887135
11	2	Summer	0
12	2	Summer	0
13	2	Summer	142.749022810222
14	2	Summer	140.281628671051
15	2	Summer	144.613660539894
16	2	Summer	154.621425517921
17	2	Summer	0
18	2	Summer	168.141732867338
19	2	Summer	181.534947043884
20	2	Summer	183.56133818169
21	2	Summer	0
22	2	Summer	0
23	2	Summer	0
24	2	Summer	0
1	3	Summer	182.243233973116
2	3	Summer	176.335338393339
3	3	Summer	174.160475455931
4	3	Summer	176.061087310518
5	3	Summer	175.252134103773
6	3	Summer	182.954794461395
7	3	Summer	186.895613665128
8	3	Summer	194.562127385283
9	3	Summer	197.759753206996
10	3	Summer	194.748875416403
11	3	Summer	0
12	3	Summer	0
13	3	Summer	187.541803810016
14	3	Summer	180.906764661732
15	3	Summer	170.991599918043
16	3	Summer	161.027932735728
17	3	Summer	0
18	3	Summer	155.478971035795
19	3	Summer	151.973556813589
20	3	Summer	148.34755332174
21	3	Summer	0
22	3	Summer	0
23	3	Summer	0
24	3	Summer	0
1	4	Summer	147.517785998105
2	4	Summer	150.258671869361
3	4	Summer	156.925218951269
4	4	Summer	170.063969021497
5	4	Summer	180.26747158934
6	4	Summer	185.114866769651
7	4	Summer	183.834406953994
8	4	Summer	179.491342524434
9	4	Summer	178.51936955433
10	4	Summer	175.980849920603
11	4	Summer	0
12	4	Summer	0
13	4	Summer	174.662146093053
14	4	Summer	173.405289196539
15	4	Summer	176.494903428521
16	4	Summer	184.635838559184
17	4	Summer	0
18	4	Summer	194.257291396478
19	4	Summer	196.65786868584
20	4	Summer	193.274016986679
21	4	Summer	0
22	4	Summer	0
23	4	Summer	0
24	4	Summer	0
1	5	Summer	186.974961287942
2	5	Summer	182.744024153492
3	5	Summer	176.433376125533
4	5	Summer	167.633409021169
5	5	Summer	163.227069167225
6	5	Summer	155.124397826188
7	5	Summer	150.07606538174
8	5	Summer	148.875846287162
9	5	Summer	150.348852260786
10	5	Summer	155.519552932835
11	5	Summer	0
12	5	Summer	0
13	5	Summer	162.706007380334
14	5	Summer	174.250867811606
15	5	Summer	179.807851385916
16	5	Summer	172.01380451851
17	5	Summer	0
18	5	Summer	166.901410820722
19	5	Summer	168.655291890839
20	5	Summer	167.623681738732
21	5	Summer	0
22	5	Summer	0
23	5	Summer	0
24	5	Summer	0
1	6	Summer	164.754085098049
2	6	Summer	168.278964036273
3	6	Summer	173.69659618257
4	6	Summer	180.97633212747
5	6	Summer	192.444069791261
6	6	Summer	202.107717579139
7	6	Summer	208.918241838967
8	6	Summer	211.898966787972
9	6	Summer	208.03348817031
10	6	Summer	194.94647092761
11	6	Summer	0
12	6	Summer	0
13	6	Summer	181.482107452982
14	6	Summer	210.457554480821
15	6	Summer	197.360185817789
16	6	Summer	189.375704831892
17	6	Summer	0
18	6	Summer	185.154728843527
19	6	Summer	184.691347734085
20	6	Summer	189.552638453722
21	6	Summer	0
22	6	Summer	0
23	6	Summer	0
24	6	Summer	0
1	7	Summer	199.85613500002
2	7	Summer	219.429891286533
3	7	Summer	241.909045164153
4	7	Summer	252.379912857142
5	7	Summer	248.826688967664
6	7	Summer	251.490892350072
7	7	Summer	252.761017466866
8	7	Summer	257.962144582964
9	7	Summer	265.354365783712
10	7	Summer	273.706647562602
11	7	Summer	0
12	7	Summer	0
13	7	Summer	287.710064290863
14	7	Summer	291.038729243416
15	7	Summer	288.87540613298
16	7	Summer	283.487733719634
17	7	Summer	0
18	7	Summer	274.878916604578
19	7	Summer	262.364324087839
20	7	Summer	241.958920884721
21	7	Summer	0
22	7	Summer	0
23	7	Summer	0
24	7	Summer	0
1	8	Summer	225.310579265729
2	8	Summer	167.752750981361
3	8	Summer	165.919344304984
4	8	Summer	161.937535931379
5	8	Summer	159.063196845676
6	8	Summer	156.313814804886
7	8	Summer	161.140936030168
8	8	Summer	172.292445577112
9	8	Summer	187.357930909319
10	8	Summer	202.281798134614
11	8	Summer	0
12	8	Summer	0
13	8	Summer	204.539776831026
14	8	Summer	203.071032141472
15	8	Summer	196.487948495435
16	8	Summer	194.064529793752
17	8	Summer	0
18	8	Summer	196.182354431721
19	8	Summer	195.280949429918
20	8	Summer	203.863913828412
21	8	Summer	0
22	8	Summer	0
23	8	Summer	0
24	8	Summer	0
1	9	Summer	208.255112369714
2	9	Summer	216.797799086458
3	9	Summer	220.360867859225
4	9	Summer	217.005889749706
5	9	Summer	208.975152816874
6	9	Summer	201.581823480216
7	9	Summer	190.533497051534
8	9	Summer	179.431125048383
9	9	Summer	211.291934997363
10	9	Summer	206.528166951801
11	9	Summer	0
12	9	Summer	0
13	9	Summer	201.600521180826
14	9	Summer	200.472888664092
15	9	Summer	204.197682284004
16	9	Summer	213.257348831212
17	9	Summer	0
18	9	Summer	231.112573285624
19	9	Summer	244.978871647052
20	9	Summer	251.566357404911
21	9	Summer	0
22	9	Summer	0
23	9	Summer	0
24	9	Summer	0
1	10	Summer	249.826245347735
2	10	Summer	243.92413214859
3	10	Summer	242.603245804603
4	10	Summer	239.153462712614
5	10	Summer	237.361378023893
6	10	Summer	235.65334172863
7	10	Summer	239.852048249015
8	10	Summer	250.915370349661
9	10	Summer	263.990678051624
10	10	Summer	267.253001034603
11	10	Summer	0
12	10	Summer	0
13	10	Summer	262.654433340872
14	10	Summer	254.094178160536
15	10	Summer	248.344443080386
16	10	Summer	239.768434221878
17	10	Summer	0
18	10	Summer	227.809504567229
19	10	Summer	221.821401688793
20	10	Summer	210.810079097127
21	10	Summer	0
22	10	Summer	0
23	10	Summer	0
24	10	Summer	0
1	11	Summer	203.949524749544
2	11	Summer	202.318457774862
3	11	Summer	204.320235123633
4	11	Summer	211.347084754878
5	11	Summer	221.113292080967
6	11	Summer	236.802461385003
7	11	Summer	244.354259575731
8	11	Summer	233.762349730282
9	11	Summer	226.814737782007
10	11	Summer	229.198217184986
11	11	Summer	0
12	11	Summer	0
13	11	Summer	227.796285439815
14	11	Summer	223.896577184528
15	11	Summer	228.686797280063
16	11	Summer	236.049220453236
17	11	Summer	0
18	11	Summer	245.94219494246
19	11	Summer	261.526556382996
20	11	Summer	274.659205940881
21	11	Summer	0
22	11	Summer	0
23	11	Summer	0
24	11	Summer	0
1	12	Summer	283.91453378116
2	12	Summer	287.965262558014
3	12	Summer	282.712176231447
4	12	Summer	264.927255363162
5	12	Summer	246.629530641232
6	12	Summer	286.006420191884
7	12	Summer	268.20743200879
8	12	Summer	257.356727079238
9	12	Summer	251.620528941203
10	12	Summer	250.990805895038
11	12	Summer	0
12	12	Summer	0
13	12	Summer	257.597175334545
14	12	Summer	271.599362948744
15	12	Summer	298.199595850929
16	12	Summer	328.748189582055
17	12	Summer	0
18	12	Summer	342.97783029304
19	12	Summer	338.149090135543
20	12	Summer	341.769674219329
21	12	Summer	0
22	12	Summer	0
23	12	Summer	0
24	12	Summer	0
1	13	Summer	343.495741685741
2	13	Summer	350.563940074284
3	13	Summer	360.609779141968
4	13	Summer	371.960315918408
5	13	Summer	390.990600190147
6	13	Summer	395.514170510283
7	13	Summer	392.574269873025
8	13	Summer	385.252561208733
9	13	Summer	373.553399488273
10	13	Summer	356.546389145012
11	13	Summer	0
12	13	Summer	0
13	13	Summer	328.815969407441
14	13	Summer	306.191300027786
15	13	Summer	227.971687231081
16	13	Summer	225.480134568311
17	13	Summer	0
18	13	Summer	220.068959086233
19	13	Summer	216.162805969765
20	13	Summer	212.426466273306
21	13	Summer	0
22	13	Summer	0
23	13	Summer	0
24	13	Summer	0
1	14	Summer	218.986400246126
2	14	Summer	234.141015784281
3	14	Summer	254.614624056254
4	14	Summer	274.895776952167
5	14	Summer	277.964312103701
6	14	Summer	275.968325730718
7	14	Summer	267.02208385277
8	14	Summer	263.728719976124
9	14	Summer	266.606789355928
10	14	Summer	265.381803071427
11	14	Summer	0
12	14	Summer	0
13	14	Summer	277.04583161297
14	14	Summer	283.013357835765
15	14	Summer	294.622650040572
16	14	Summer	299.464769142023
17	14	Summer	0
18	14	Summer	294.905439916267
19	14	Summer	283.991874340881
20	14	Summer	273.944529344908
21	14	Summer	0
22	14	Summer	0
23	14	Summer	0
24	14	Summer	0
1	15	Summer	258.930137018752
2	15	Summer	243.842298142674
3	15	Summer	154.681642979202
4	15	Summer	151.194205240186
5	15	Summer	147.586796638039
6	15	Summer	146.761284531448
7	15	Summer	149.488114577723
8	15	Summer	156.120474238699
9	15	Summer	169.191846103438
10	15	Summer	179.343023017087
11	15	Summer	0
12	15	Summer	0
13	15	Summer	184.165559760576
14	15	Summer	182.891666405512
15	15	Summer	178.570874101232
16	15	Summer	177.603885607898
17	15	Summer	0
18	15	Summer	175.078384023574
19	15	Summer	173.766442779756
20	15	Summer	172.516031303223
21	15	Summer	0
22	15	Summer	0
23	15	Summer	0
24	15	Summer	0
1	16	Summer	175.589801359656
2	16	Summer	183.688988105035
3	16	Summer	193.261100158548
4	16	Summer	195.649366795143
5	16	Summer	192.282868181619
6	16	Summer	186.016115332619
7	16	Summer	181.806875311679
8	16	Summer	175.528589581299
9	16	Summer	166.773750513368
10	16	Summer	162.39000727406
11	16	Summer	0
12	16	Summer	0
13	16	Summer	154.328888093746
14	16	Summer	149.306444533629
15	16	Summer	148.112380408767
16	16	Summer	149.577832505603
17	16	Summer	0
18	16	Summer	154.722016763949
19	16	Summer	161.871617598897
20	16	Summer	173.357273617701
21	16	Summer	0
22	16	Summer	0
23	16	Summer	0
24	16	Summer	0
1	17	Summer	178.885759840347
2	17	Summer	171.131682444056
3	17	Summer	166.045506149846
4	17	Summer	167.790392958066
5	17	Summer	166.76407311443
6	17	Summer	163.909192353956
7	17	Summer	167.415994989933
8	17	Summer	172.805844407275
9	17	Summer	180.04824837297
10	17	Summer	191.457177125665
11	17	Summer	0
12	17	Summer	0
13	17	Summer	201.0712677454
14	17	Summer	207.846866239793
15	17	Summer	210.812305419829
16	17	Summer	206.966649769437
17	17	Summer	0
18	17	Summer	193.946745435674
19	17	Summer	180.551429978864
20	17	Summer	209.378284970662
21	17	Summer	0
22	17	Summer	0
23	17	Summer	0
24	17	Summer	0
1	18	Summer	196.348082300775
2	18	Summer	188.404547371215
3	18	Summer	184.20521741356
4	18	Summer	183.7442126175
5	18	Summer	188.580573641138
6	18	Summer	198.831231743609
7	18	Summer	218.304609792756
8	18	Summer	240.668485958183
9	18	Summer	251.085656893772
10	18	Summer	247.550654665265
11	18	Summer	0
12	18	Summer	0
13	18	Summer	250.201195466226
14	18	Summer	251.464807120882
15	18	Summer	256.63926179023
16	18	Summer	263.993574164308
17	18	Summer	0
18	18	Summer	272.303023728948
19	18	Summer	286.23462806373
20	18	Summer	289.546222939603
21	18	Summer	0
22	18	Summer	0
23	18	Summer	0
24	18	Summer	0
1	19	Summer	287.393993793837
2	19	Summer	282.03395046979
3	19	Summer	273.469281134811
4	19	Summer	261.018866015594
5	19	Summer	240.718105905825
6	19	Summer	224.1551403977
7	19	Summer	166.892480463508
8	19	Summer	165.06847587265
9	19	Summer	161.107087029167
10	19	Summer	158.247488143903
11	19	Summer	0
12	19	Summer	0
13	19	Summer	155.512205498194
14	19	Summer	160.314572255654
15	19	Summer	171.408894574153
16	19	Summer	186.39712100722
17	19	Summer	0
18	19	Summer	201.244455580077
19	19	Summer	203.490854898559
20	19	Summer	202.029642233054
21	19	Summer	0
22	19	Summer	0
23	19	Summer	0
24	19	Summer	0
1	20	Summer	195.48031799033
2	20	Summer	193.069327076861
3	20	Summer	195.17629107566
4	20	Summer	194.279508663611
5	20	Summer	202.818457860061
6	20	Summer	207.187137434485
7	20	Summer	215.6860155014
8	20	Summer	219.230812126613
9	20	Summer	215.893039033041
10	20	Summer	207.903485366532
11	20	Summer	0
12	20	Summer	0
13	20	Summer	200.548070539291
14	20	Summer	189.55640219486
15	20	Summer	178.51096543275
16	20	Summer	252.752993940242
17	20	Summer	0
18	20	Summer	247.054448768758
19	20	Summer	241.15986873329
20	20	Summer	239.810964930253
21	20	Summer	0
22	20	Summer	0
23	20	Summer	0
24	20	Summer	0
1	21	Summer	244.266661449167
2	21	Summer	255.104073884884
3	21	Summer	276.46296502469
4	21	Summer	293.05019740421
5	21	Summer	300.930321876818
6	21	Summer	298.8487538688
7	21	Summer	291.788490155105
8	21	Summer	290.208411019091
9	21	Summer	286.081689358108
10	21	Summer	283.937950315374
11	21	Summer	0
12	21	Summer	0
13	21	Summer	281.89475218104
14	21	Summer	286.917355829954
15	21	Summer	300.151593965443
16	21	Summer	315.792622424018
17	21	Summer	0
18	21	Summer	319.695099350827
19	21	Summer	314.194171203986
20	21	Summer	303.95416783732
21	21	Summer	0
22	21	Summer	0
23	21	Summer	0
24	21	Summer	0
1	22	Summer	297.07618285465
2	22	Summer	286.81733452202
3	22	Summer	272.511746972874
4	22	Summer	265.348620133386
5	22	Summer	252.17658518411
6	22	Summer	243.969808851342
7	22	Summer	242.018683451438
8	22	Summer	244.413262393176
9	22	Summer	252.818965536968
10	22	Summer	264.501560715723
11	22	Summer	0
12	22	Summer	0
13	22	Summer	283.269359468098
14	22	Summer	292.303019945309
15	22	Summer	279.632697601885
16	22	Summer	271.321780667532
17	22	Summer	0
18	22	Summer	274.17296168921
19	22	Summer	272.495933903476
20	22	Summer	267.830999877341
21	22	Summer	0
22	22	Summer	0
23	22	Summer	0
24	22	Summer	0
1	23	Summer	273.561187689736
2	23	Summer	282.368312768588
3	23	Summer	294.202550176452
4	23	Summer	312.844974993999
5	23	Summer	328.554597295318
6	23	Summer	339.626064938218
7	23	Summer	344.471653701473
8	23	Summer	338.187773076863
9	23	Summer	316.912980943858
10	23	Summer	295.02475929536
11	23	Summer	0
12	23	Summer	0
13	23	Summer	342.128434720103
14	23	Summer	320.836814893534
15	23	Summer	307.856915034409
16	23	Summer	300.995123299477
17	23	Summer	0
18	23	Summer	300.241831957461
19	23	Summer	308.14454558887
20	23	Summer	324.894332282083
21	23	Summer	0
22	23	Summer	0
23	23	Summer	0
24	23	Summer	0
1	24	Summer	356.714233527338
2	24	Summer	393.257268292495
3	24	Summer	410.279140388277
4	24	Summer	404.502873860253
5	24	Summer	408.833912179349
6	24	Summer	410.898679676905
7	24	Summer	419.353845296407
8	24	Summer	431.370943350957
9	24	Summer	444.948755268436
10	24	Summer	467.713284001043
11	24	Summer	0
12	24	Summer	0
13	24	Summer	473.124498308527
14	24	Summer	469.607711508486
15	24	Summer	460.849290200636
16	24	Summer	446.85444391616
17	24	Summer	0
18	24	Summer	426.510208901769
19	24	Summer	393.338348310034
20	24	Summer	366.274121165313
21	24	Summer	0
22	24	Summer	0
23	24	Summer	0
24	24	Summer	0
1	1	Autumn	272.705754159444
2	1	Autumn	269.72529304964
3	1	Autumn	263.252302001268
4	1	Autumn	258.579658461945
5	1	Autumn	254.110150221275
6	1	Autumn	261.957316520837
7	1	Autumn	280.085667938177
8	1	Autumn	304.576738965406
9	1	Autumn	328.837589788064
10	1	Autumn	332.508252591975
11	1	Autumn	0
12	1	Autumn	0
13	1	Autumn	330.120600968444
14	1	Autumn	319.41887011822
15	1	Autumn	315.479261254458
16	1	Autumn	318.922083871053
17	1	Autumn	0
18	1	Autumn	317.456722919406
19	1	Autumn	331.409541967213
20	1	Autumn	338.548054467689
21	1	Autumn	0
22	1	Autumn	0
23	1	Autumn	0
24	1	Autumn	0
1	2	Autumn	352.435396463627
2	2	Autumn	358.227667237816
3	2	Autumn	352.773677182856
4	2	Autumn	339.718581758714
5	2	Autumn	327.699682272966
6	2	Autumn	309.739069565827
7	2	Autumn	291.690598155576
8	2	Autumn	79.7328056593823
9	2	Autumn	77.9351573403022
10	2	Autumn	76.0756683701231
11	2	Autumn	0
12	2	Autumn	0
13	2	Autumn	75.6501466656949
14	2	Autumn	77.0557291637749
15	2	Autumn	80.4744712570612
16	2	Autumn	87.2122918058959
17	2	Autumn	0
18	2	Autumn	92.4448572253028
19	2	Autumn	94.9307009075135
20	2	Autumn	94.2740548482019
21	2	Autumn	0
22	2	Autumn	0
23	2	Autumn	0
24	2	Autumn	0
1	3	Autumn	92.0468423202225
2	3	Autumn	91.5483946432463
3	3	Autumn	90.2465897028732
4	3	Autumn	89.570331329771
5	3	Autumn	88.9257893315585
6	3	Autumn	90.5102068864208
7	3	Autumn	94.6850454149664
8	3	Autumn	99.6191237930658
9	3	Autumn	100.850189069661
10	3	Autumn	99.1148805059894
11	3	Autumn	0
12	3	Autumn	0
13	3	Autumn	95.8845955322777
14	3	Autumn	93.7148841812777
15	3	Autumn	90.4786544233502
16	3	Autumn	85.9658507800866
17	3	Autumn	0
18	3	Autumn	83.7061893165255
19	3	Autumn	79.5509732441988
20	3	Autumn	76.9620848111488
21	3	Autumn	0
22	3	Autumn	0
23	3	Autumn	0
24	3	Autumn	0
1	4	Autumn	76.3465878395705
2	4	Autumn	77.101975518352
3	4	Autumn	79.7536168886333
4	4	Autumn	83.4389781437611
5	4	Autumn	89.3594193905673
6	4	Autumn	92.2091545568798
7	4	Autumn	88.2122074453896
8	4	Autumn	85.5904670875496
9	4	Autumn	86.4898932773534
10	4	Autumn	85.9608624301188
11	4	Autumn	0
12	4	Autumn	0
13	4	Autumn	84.4892744092557
14	4	Autumn	86.2969046339862
15	4	Autumn	89.075177529523
16	4	Autumn	92.8083754499847
17	4	Autumn	0
18	4	Autumn	98.689266559621
19	4	Autumn	103.644983373917
20	4	Autumn	107.137559917419
21	4	Autumn	0
22	4	Autumn	0
23	4	Autumn	0
24	4	Autumn	0
1	5	Autumn	108.666136814345
2	5	Autumn	106.683840087338
3	5	Autumn	99.9725491936462
4	5	Autumn	93.0677474117856
5	5	Autumn	107.926951015805
6	5	Autumn	101.21035170143
7	5	Autumn	97.1157460676368
8	5	Autumn	94.9511429966805
9	5	Autumn	94.713511658505
10	5	Autumn	97.2064812583188
11	5	Autumn	0
12	5	Autumn	0
13	5	Autumn	102.490325641036
14	5	Autumn	112.528149377709
15	5	Autumn	124.055920597002
16	5	Autumn	129.425596336996
17	5	Autumn	0
18	5	Autumn	127.603430239828
19	5	Autumn	128.969688384653
20	5	Autumn	129.621034598393
21	5	Autumn	0
22	5	Autumn	0
23	5	Autumn	0
24	5	Autumn	0
1	6	Autumn	132.288279273315
2	6	Autumn	136.079161940365
3	6	Autumn	140.362383365437
4	6	Autumn	147.543622713263
5	6	Autumn	149.250630381239
6	6	Autumn	148.141233914349
7	6	Autumn	145.378324984428
8	6	Autumn	140.963546976707
9	6	Autumn	134.545807224533
10	6	Autumn	124.0814978896
11	6	Autumn	0
12	6	Autumn	0
13	6	Autumn	115.543886802938
14	6	Autumn	86.0270517853136
15	6	Autumn	85.086843233325
16	6	Autumn	83.0448902212201
17	6	Autumn	0
18	6	Autumn	81.5708701772697
19	6	Autumn	80.1609306691721
20	6	Autumn	82.6363774513681
21	6	Autumn	0
22	6	Autumn	0
23	6	Autumn	0
24	6	Autumn	0
1	7	Autumn	88.355100295955
2	7	Autumn	96.0809902099072
3	7	Autumn	103.734255453648
4	7	Autumn	104.89219324668
5	7	Autumn	104.13899084178
6	7	Autumn	100.763050510479
7	7	Autumn	99.5202716891033
8	7	Autumn	100.606335606011
9	7	Autumn	100.144076630727
10	7	Autumn	104.545596835083
11	7	Autumn	0
12	7	Autumn	0
13	7	Autumn	106.79749352293
14	7	Autumn	111.178358505876
15	7	Autumn	113.005573261141
16	7	Autumn	111.285071666516
17	7	Autumn	0
18	7	Autumn	107.166745034295
19	7	Autumn	103.375294092418
20	7	Autumn	97.7094856674534
21	7	Autumn	0
22	7	Autumn	0
23	7	Autumn	0
24	7	Autumn	0
1	8	Autumn	92.0159615632733
2	8	Autumn	265.510242845743
3	8	Autumn	259.524073943206
4	8	Autumn	253.33197567251
5	8	Autumn	251.914988396764
6	8	Autumn	256.595578115371
7	8	Autumn	267.979989286014
8	8	Autumn	290.416931713633
9	8	Autumn	307.841374560258
10	8	Autumn	316.11923402202
11	8	Autumn	0
12	8	Autumn	0
13	8	Autumn	313.932602644512
14	8	Autumn	306.515984926341
15	8	Autumn	304.85615416201
16	8	Autumn	300.521143710568
17	8	Autumn	0
18	8	Autumn	298.269203328137
19	8	Autumn	296.12287847409
20	8	Autumn	301.398988931781
21	8	Autumn	0
22	8	Autumn	0
23	8	Autumn	0
24	8	Autumn	0
1	9	Autumn	315.301201231838
2	9	Autumn	331.731682230909
3	9	Autumn	335.831129601973
4	9	Autumn	330.052552084945
5	9	Autumn	319.295703122485
6	9	Autumn	312.070564323655
7	9	Autumn	301.293919229756
8	9	Autumn	286.266283097688
9	9	Autumn	278.74161042403
10	9	Autumn	264.904740903182
11	9	Autumn	0
12	9	Autumn	0
13	9	Autumn	256.283742421126
14	9	Autumn	254.23413750577
15	9	Autumn	256.749578476112
16	9	Autumn	265.579544239149
17	9	Autumn	0
18	9	Autumn	277.851797218725
19	9	Autumn	297.566866570589
20	9	Autumn	307.05648467441
21	9	Autumn	0
22	9	Autumn	0
23	9	Autumn	0
24	9	Autumn	0
1	10	Autumn	293.746650793147
2	10	Autumn	285.01625540154
3	10	Autumn	288.011344613587
4	10	Autumn	286.249671892296
5	10	Autumn	281.349283782821
6	10	Autumn	287.368692431174
7	10	Autumn	296.620341173312
8	10	Autumn	309.051890248449
9	10	Autumn	328.635257643538
10	10	Autumn	345.137794635145
11	10	Autumn	0
12	10	Autumn	0
13	10	Autumn	356.768074525005
14	10	Autumn	361.858235591768
15	10	Autumn	355.257187490837
16	10	Autumn	332.908588814842
17	10	Autumn	0
18	10	Autumn	309.915598881246
19	10	Autumn	359.396746882632
20	10	Autumn	337.030471165763
21	10	Autumn	0
22	10	Autumn	0
23	10	Autumn	0
24	10	Autumn	0
1	11	Autumn	323.395434405231
2	11	Autumn	316.187306178946
3	11	Autumn	315.395993822822
4	11	Autumn	323.697582590201
5	11	Autumn	341.292784384649
6	11	Autumn	374.718737427771
7	11	Autumn	413.106215588016
8	11	Autumn	430.987235802197
9	11	Autumn	424.919422698626
10	11	Autumn	429.469062320893
11	11	Autumn	0
12	11	Autumn	0
13	11	Autumn	431.638045212648
14	11	Autumn	440.519969980138
15	11	Autumn	453.143609261416
16	11	Autumn	467.406736606906
17	11	Autumn	0
18	11	Autumn	491.320263635165
19	11	Autumn	497.004599169525
20	11	Autumn	493.310308934782
21	11	Autumn	0
22	11	Autumn	0
23	11	Autumn	0
24	11	Autumn	0
1	12	Autumn	484.109822198144
2	12	Autumn	469.408611432433
3	12	Autumn	448.037538057695
4	12	Autumn	413.19138797237
5	12	Autumn	384.761143053784
6	12	Autumn	286.470082445094
7	12	Autumn	283.339187966972
8	12	Autumn	276.539484436663
9	12	Autumn	271.630997690308
10	12	Autumn	266.935899128343
11	12	Autumn	0
12	12	Autumn	0
13	12	Autumn	275.179136913056
14	12	Autumn	294.22248398553
15	12	Autumn	319.949697398991
16	12	Autumn	345.435070660648
17	12	Autumn	0
18	12	Autumn	349.291003511444
19	12	Autumn	346.782839503129
20	12	Autumn	335.540958199896
21	12	Autumn	0
22	12	Autumn	0
23	12	Autumn	0
24	12	Autumn	0
